snaking,path_info,column_nr,avg_leniency,avg_linearity,avg_density,med_leniency,med_linearity,med_density,mod_leniency,mod_linearity,mod_density,win_rate,completion_percentage
False,False,False,2.5949206349206344,0.6697603533496804,0.006466815395452731,2.5805555555555553,0.95,0.0,"(1.7722222222222221, 2)","(1.0, 56)","(0.0, 108)",0.79333335,90.8722432454427
True,False,False,2.5383850529100527,0.46185443450195784,0.020128617715234044,2.3465277777777778,0.3359538891993334,0.0,"(2.9444444444444446, 3)","(1.0, 24)","(0.0, 79)",0.16666667,48.7402089436849
False,True,False,1.4461366402116402,0.554992882076485,0.0384690989757017,1.1477777777777778,0.505163358412912,0.024591816166095546,"(1.0333333333333334, 4)","(0.95, 53)","(0.0, 54)",0.52,80.31143697102866
False,False,True,2.4579570226070224,0.5516685255057664,0.024742128221153323,2.348611111111111,0.7476795734653191,0.006211180124223602,"(1.711111111111111, 2)","(0.95, 47)","(0.0, 69)",0.58,78.43813069661458
False,True,True,1.3790156084656084,0.5751463116779881,0.022472881406843993,1.1455555555555554,0.6775748430845197,0.008477011494252874,"(1.0527777777777778, 3)","(0.95, 45)","(0.0, 64)",0.46666667,76.06676228841145
True,False,True,2.812625250675251,0.39494946713575874,0.03182751714510965,2.3930555555555557,0.2657897536291087,0.022995341460997125,"(4.0055555555555555, 2)","(1.0, 24)","(0.0, 42)",0.08,36.81324768066406
True,True,False,1.7542877585377588,0.46596525423567386,0.04095007282160304,1.3922222222222222,0.2935772630698695,0.030418690724034234,"(0.9444444444444444, 2)","(0.95, 36)","(0.0, 44)",0.19333333,66.62699890136719
True,True,True,1.7956149470899474,0.5875742105963517,0.024988563067739167,1.468263888888889,0.834158892914964,0.01632680261228842,"(0.9888888888888889, 3)","(0.95, 55)","(0.0, 50)",0.12,52.15163167317708
